Year,source,energy_type,total_btu,full_source,highlight_col,name_lab
1974,Transportation,Wind,51132.600000000006,"Wind, Transportation",other,NA
1975,Commercial,Geothermal,37855.272,"Geothermal, Commercial",other,NA
1975,Commercial,Hydroelectric,405.36,"Hydroelectric, Commercial",other,NA
1975,Commercial,Solar,38159.292,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1975,Commercial,Wind,50879.056,"Wind, Commercial",other,NA
1975,Industrial,Geothermal,37855.272,"Geothermal, Industrial",other,NA
1975,Industrial,Hydroelectric,1956.768,"Hydroelectric, Industrial",other,NA
1975,Industrial,Solar,38159.292,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1975,Industrial,Wind,50879.056,"Wind, Industrial",other,NA
1975,Residential,Geothermal,37855.272,"Geothermal, Residential",other,NA
1975,Residential,Solar,38159.292,"Solar, Residential","Solar, Residential","Solar, Residential"
1975,Transportation,Geothermal,39071.352,"Geothermal, Transportation",other,NA
1975,Transportation,Hydroelectric,150275.03999999998,"Hydroelectric, Transportation",other,NA
1975,Transportation,Solar,38159.292,"Solar, Transportation",other,NA
1975,Transportation,Wind,50879.056,"Wind, Transportation",other,NA
1976,Commercial,Geothermal,35715.18,"Geothermal, Commercial",other,NA
1976,Commercial,Hydroelectric,450.15599999999995,"Hydroelectric, Commercial",other,NA
1976,Commercial,Solar,36052.797,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1976,Commercial,Wind,48070.396,"Wind, Commercial",other,NA
1976,Industrial,Geothermal,35715.18,"Geothermal, Industrial",other,NA
1976,Industrial,Hydroelectric,2052.012,"Hydroelectric, Industrial",other,NA
1976,Industrial,Solar,36052.797,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1976,Industrial,Wind,48070.396,"Wind, Industrial",other,NA
1976,Residential,Geothermal,35715.18,"Geothermal, Residential",other,NA
1976,Residential,Solar,36052.797,"Solar, Residential","Solar, Residential","Solar, Residential"
1976,Transportation,Geothermal,37065.648,"Geothermal, Transportation",other,NA
1976,Transportation,Hydroelectric,141709.02,"Hydroelectric, Transportation",other,NA
1976,Transportation,Solar,36052.797,"Solar, Transportation",other,NA
1976,Transportation,Wind,48070.396,"Wind, Transportation",other,NA
1977,Commercial,Geothermal,27999.036,"Geothermal, Commercial",other,NA
1977,Commercial,Hydroelectric,448.58399999999995,"Hydroelectric, Commercial",other,NA
1977,Commercial,Solar,28335.474000000002,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1977,Commercial,Wind,37780.632,"Wind, Commercial",other,NA
1977,Industrial,Geothermal,27999.036,"Geothermal, Industrial",other,NA
1977,Industrial,Hydroelectric,2013.432,"Hydroelectric, Industrial",other,NA
1977,Industrial,Solar,28335.474000000002,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1977,Industrial,Wind,37780.632,"Wind, Industrial",other,NA
1977,Residential,Geothermal,27999.036,"Geothermal, Residential",other,NA
1977,Residential,Solar,28335.474000000002,"Solar, Residential","Solar, Residential","Solar, Residential"
1977,Transportation,Geothermal,29344.788,"Geothermal, Transportation",other,NA
1977,Transportation,Hydroelectric,110879.88,"Hydroelectric, Transportation",other,NA
1977,Transportation,Solar,28335.474000000002,"Solar, Transportation",other,NA
1977,Transportation,Wind,37780.632,"Wind, Transportation",other,NA
1978,Commercial,Geothermal,35243.796,"Geothermal, Commercial",other,NA
1978,Commercial,Hydroelectric,370.212,"Hydroelectric, Commercial",other,NA
1978,Commercial,Solar,35521.455,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1978,Commercial,Wind,47361.94,"Wind, Commercial",other,NA
1978,Industrial,Geothermal,35243.796,"Geothermal, Industrial",other,NA
1978,Industrial,Hydroelectric,1885.2359999999999,"Hydroelectric, Industrial",other,NA
1978,Industrial,Solar,35521.455,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1978,Industrial,Wind,47361.94,"Wind, Industrial",other,NA
1978,Residential,Geothermal,35243.796,"Geothermal, Residential",other,NA
1978,Residential,Solar,35521.455,"Solar, Residential","Solar, Residential","Solar, Residential"
1978,Transportation,Geothermal,36354.432,"Geothermal, Transportation",other,NA
1978,Transportation,Hydroelectric,139830.372,"Hydroelectric, Transportation",other,NA
1978,Transportation,Solar,35521.455,"Solar, Transportation",other,NA
1978,Transportation,Wind,47361.94,"Wind, Transportation",other,NA
1979,Commercial,Geothermal,35168.22,"Geothermal, Commercial",other,NA
1979,Commercial,Hydroelectric,483.144,"Hydroelectric, Commercial",other,NA
1979,Commercial,Solar,35530.578,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1979,Commercial,Wind,47374.104,"Wind, Commercial",other,NA
1979,Industrial,Geothermal,35168.22,"Geothermal, Industrial",other,NA
1979,Industrial,Hydroelectric,2119.656,"Hydroelectric, Industrial",other,NA
1979,Industrial,Solar,35530.578,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1979,Industrial,Wind,47374.104,"Wind, Industrial",other,NA
1979,Residential,Geothermal,35168.22,"Geothermal, Residential",other,NA
1979,Residential,Solar,35530.578,"Solar, Residential","Solar, Residential","Solar, Residential"
1979,Transportation,Geothermal,36617.652,"Geothermal, Transportation",other,NA
1979,Transportation,Hydroelectric,139519.512,"Hydroelectric, Transportation",other,NA
1979,Transportation,Solar,35530.578,"Solar, Transportation",other,NA
1979,Transportation,Wind,47374.104,"Wind, Transportation",other,NA
1980,Commercial,Geothermal,34801.728,"Geothermal, Commercial",other,NA
1980,Commercial,Hydroelectric,632.3879999999999,"Hydroelectric, Commercial",other,NA
1980,Commercial,Solar,35276.019,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1980,Commercial,Wind,47034.692,"Wind, Commercial",other,NA
1980,Industrial,Geothermal,34801.728,"Geothermal, Industrial",other,NA
1980,Industrial,Hydroelectric,2208.612,"Hydroelectric, Industrial",other,NA
1980,Industrial,Solar,35276.019,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1980,Industrial,Wind,47034.692,"Wind, Industrial",other,NA
1980,Residential,Geothermal,34801.728,"Geothermal, Residential",other,NA
1980,Residential,Solar,35276.019,"Solar, Residential","Solar, Residential","Solar, Residential"
1980,Transportation,Geothermal,36698.892,"Geothermal, Transportation",other,NA
1980,Transportation,Hydroelectric,138263.076,"Hydroelectric, Transportation",other,NA
1980,Transportation,Solar,35276.019,"Solar, Transportation",other,NA
1980,Transportation,Wind,47034.692,"Wind, Transportation",other,NA
1981,Commercial,Geothermal,33095.616,"Geothermal, Commercial",other,NA
1981,Commercial,Hydroelectric,713.2439999999999,"Hydroelectric, Commercial",other,NA
1981,Commercial,Solar,33630.549,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1981,Commercial,Wind,44840.732,"Wind, Commercial",other,NA
1981,Industrial,Geothermal,33095.616,"Geothermal, Industrial",other,NA
1981,Industrial,Hydroelectric,2299.308,"Hydroelectric, Industrial",other,NA
1981,Industrial,Solar,33630.549,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1981,Industrial,Wind,44840.732,"Wind, Industrial",other,NA
1981,Residential,Geothermal,33095.616,"Geothermal, Residential",other,NA
1981,Residential,Solar,33630.549,"Solar, Residential","Solar, Residential","Solar, Residential"
1981,Transportation,Geothermal,35235.348000000005,"Geothermal, Transportation",other,NA
1981,Transportation,Hydroelectric,131509.644,"Hydroelectric, Transportation",other,NA
1981,Transportation,Solar,33630.549,"Solar, Transportation",other,NA
1981,Transportation,Wind,44840.732,"Wind, Transportation",other,NA
1982,Commercial,Geothermal,39186.696,"Geothermal, Commercial",other,NA
1982,Commercial,Hydroelectric,607.524,"Hydroelectric, Commercial",other,NA
1982,Commercial,Solar,39642.339,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1982,Commercial,Wind,52856.452000000005,"Wind, Commercial",other,NA
1982,Industrial,Geothermal,39186.696,"Geothermal, Industrial",other,NA
1982,Industrial,Hydroelectric,2193.732,"Hydroelectric, Industrial",other,NA
1982,Industrial,Solar,39642.339,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1982,Industrial,Wind,52856.452000000005,"Wind, Industrial",other,NA
1982,Residential,Geothermal,39186.696,"Geothermal, Residential",other,NA
1982,Residential,Solar,39642.339,"Solar, Residential","Solar, Residential","Solar, Residential"
1982,Transportation,Geothermal,41009.268000000004,"Geothermal, Transportation",other,NA
1982,Transportation,Hydroelectric,155768.1,"Hydroelectric, Transportation",other,NA
1982,Transportation,Solar,39642.339,"Solar, Transportation",other,NA
1982,Transportation,Wind,52856.452000000005,"Wind, Transportation",other,NA
1983,Commercial,Geothermal,42327.456,"Geothermal, Commercial",other,NA
1983,Commercial,Hydroelectric,767.3679999999999,"Hydroelectric, Commercial",other,NA
1983,Commercial,Solar,42902.646,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1983,Commercial,Wind,57203.08,"Wind, Commercial",other,NA
1983,Industrial,Geothermal,42327.456,"Geothermal, Industrial",other,NA
1983,Industrial,Hydroelectric,2363.608,"Hydroelectric, Industrial",other,NA
1983,Industrial,Solar,42902.646,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1983,Industrial,Wind,57203.08,"Wind, Industrial",other,NA
1983,Residential,Geothermal,42327.456,"Geothermal, Residential",other,NA
1983,Residential,Solar,42902.646,"Solar, Residential","Solar, Residential","Solar, Residential"
1983,Transportation,Geothermal,44628.216,"Geothermal, Transportation",other,NA
1983,Transportation,Hydroelectric,168479.608,"Hydroelectric, Transportation",other,NA
1983,Transportation,Solar,42902.646,"Solar, Transportation",other,NA
1983,Transportation,Wind,57204.424,"Wind, Transportation",other,NA
1984,Commercial,Geothermal,40631.043000000005,"Geothermal, Commercial",other,NA
1984,Commercial,Hydroelectric,971.4800000000001,"Hydroelectric, Commercial",other,NA
1984,Commercial,Solar,41357.847,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1984,Commercial,Wind,55143.368,"Wind, Commercial",other,NA
1984,Industrial,Geothermal,40631.043000000005,"Geothermal, Industrial",other,NA
1984,Industrial,Hydroelectric,2555.576,"Hydroelectric, Industrial",other,NA
1984,Industrial,Solar,41357.847,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1984,Industrial,Wind,55143.368,"Wind, Industrial",other,NA
1984,Residential,Geothermal,40631.043000000005,"Geothermal, Residential",other,NA
1984,Residential,Solar,41357.847,"Solar, Residential","Solar, Residential","Solar, Residential"
1984,Transportation,Geothermal,43540.239,"Geothermal, Transportation",other,NA
1984,Transportation,Hydroelectric,161906.312,"Hydroelectric, Transportation",other,NA
1984,Transportation,Solar,41359.827000000005,"Solar, Transportation",other,NA
1984,Transportation,Wind,55146.632000000005,"Wind, Transportation",other,NA
1985,Commercial,Geothermal,35644.023,"Geothermal, Commercial",other,NA
1985,Commercial,Hydroelectric,1171.344,"Hydroelectric, Commercial",other,NA
1985,Commercial,Solar,36519.813,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1985,Commercial,Wind,48693.456000000006,"Wind, Commercial",other,NA
1985,Industrial,Geothermal,35644.023,"Geothermal, Industrial",other,NA
1985,Industrial,Hydroelectric,2756.496,"Hydroelectric, Industrial",other,NA
1985,Industrial,Solar,36519.813,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1985,Industrial,Wind,48693.456000000006,"Wind, Industrial",other,NA
1985,Residential,Geothermal,35644.023,"Geothermal, Residential",other,NA
1985,Residential,Solar,36519.813,"Solar, Residential","Solar, Residential","Solar, Residential"
1985,Transportation,Geothermal,39151.179000000004,"Geothermal, Transportation",other,NA
1985,Transportation,Hydroelectric,142155.408,"Hydroelectric, Transportation",other,NA
1985,Transportation,Solar,36523.809,"Solar, Transportation",other,NA
1985,Transportation,Wind,48696.336,"Wind, Transportation",other,NA
1986,Commercial,Geothermal,36855.987,"Geothermal, Commercial",other,NA
1986,Commercial,Hydroelectric,1294.592,"Hydroelectric, Commercial",other,NA
1986,Commercial,Solar,37823.757000000005,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1986,Commercial,Wind,50432.736000000004,"Wind, Commercial",other,NA
1986,Industrial,Geothermal,36855.987,"Geothermal, Industrial",other,NA
1986,Industrial,Hydroelectric,2879.6,"Hydroelectric, Industrial",other,NA
1986,Industrial,Solar,37823.757000000005,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1986,Industrial,Wind,50432.736000000004,"Wind, Industrial",other,NA
1986,Residential,Geothermal,36855.987,"Geothermal, Residential",other,NA
1986,Residential,Solar,37823.757000000005,"Solar, Residential","Solar, Residential","Solar, Residential"
1986,Transportation,Geothermal,40732.359000000004,"Geothermal, Transportation",other,NA
1986,Transportation,Hydroelectric,147126.128,"Hydroelectric, Transportation",other,NA
1986,Transportation,Solar,37829.049,"Solar, Transportation",other,NA
1986,Transportation,Wind,50434.848000000005,"Wind, Transportation",other,NA
1987,Commercial,Geothermal,31615.521,"Geothermal, Commercial",other,NA
1987,Commercial,Hydroelectric,1349.1399999999999,"Hydroelectric, Commercial",other,NA
1987,Commercial,Solar,32624.97,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1987,Commercial,Wind,43500.676,"Wind, Commercial",other,NA
1987,Industrial,Geothermal,31615.521,"Geothermal, Industrial",other,NA
1987,Industrial,Hydroelectric,2930.0679999999998,"Hydroelectric, Industrial",other,NA
1987,Industrial,Solar,32624.97,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1987,Industrial,Wind,43500.676,"Wind, Industrial",other,NA
1987,Residential,Geothermal,31615.521,"Geothermal, Residential",other,NA
1987,Residential,Solar,32624.97,"Solar, Residential","Solar, Residential","Solar, Residential"
1987,Transportation,Geothermal,35657.241,"Geothermal, Transportation",other,NA
1987,Transportation,Hydroelectric,126224.596,"Hydroelectric, Transportation",other,NA
1987,Transportation,Solar,32628.894,"Solar, Transportation",other,NA
1987,Transportation,Wind,43502.452000000005,"Wind, Transportation",other,NA
1988,Commercial,Geothermal,28012.122,"Geothermal, Commercial",other,NA
1988,Commercial,Hydroelectric,1277.328,"Hydroelectric, Commercial",other,NA
1988,Commercial,Solar,28968.318,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1988,Commercial,Wind,38625.407999999996,"Wind, Commercial",other,NA
1988,Industrial,Geothermal,28012.122,"Geothermal, Industrial",other,NA
1988,Industrial,Hydroelectric,2843.808,"Hydroelectric, Industrial",other,NA
1988,Industrial,Solar,28968.318,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1988,Industrial,Wind,38625.407999999996,"Wind, Industrial",other,NA
1988,Residential,Geothermal,28012.122,"Geothermal, Residential",other,NA
1988,Residential,Solar,28968.318,"Solar, Residential","Solar, Residential","Solar, Residential"
1988,Transportation,Geothermal,31840.289999999997,"Geothermal, Transportation",other,NA
1988,Transportation,Hydroelectric,111755.51999999999,"Hydroelectric, Transportation",other,NA
1988,Transportation,Solar,28971.701999999997,"Solar, Transportation",other,NA
1988,Transportation,Wind,38625.84,"Wind, Transportation",other,NA
1989,Commercial,Geothermal,34891.899,"Geothermal, Commercial",other,NA
1989,Commercial,Hydroelectric,2977.672,"Hydroelectric, Commercial",other,NA
1989,Commercial,Solar,35771.738999999994,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1989,Commercial,Wind,47988.471999999994,"Wind, Commercial",other,NA
1989,Industrial,Geothermal,34866.699,"Geothermal, Industrial",other,NA
1989,Industrial,Hydroelectric,4307.8,"Hydroelectric, Industrial",other,NA
1989,Industrial,Solar,35766.807,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1989,Industrial,Wind,47988.471999999994,"Wind, Industrial",other,NA
1989,Residential,Geothermal,34981.899,"Geothermal, Residential",other,NA
1989,Residential,Solar,37624.947,"Solar, Residential","Solar, Residential","Solar, Residential"
1989,Transportation,Geothermal,40282.503,"Geothermal, Transportation",other,NA
1989,Transportation,Hydroelectric,137737.528,"Hydroelectric, Transportation",other,NA
1989,Transportation,Solar,35859.507,"Solar, Transportation",other,NA
1989,Transportation,Wind,49046.056,"Wind, Transportation",other,NA
1990,Commercial,Geothermal,37534.65,"Geothermal, Commercial",other,NA
1990,Commercial,Hydroelectric,3287.244,"Hydroelectric, Commercial",other,NA
1990,Commercial,Solar,38448.699,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1990,Commercial,Wind,51496.652,"Wind, Commercial",other,NA
1990,Industrial,Geothermal,37502.25,"Geothermal, Industrial",other,NA
1990,Industrial,Hydroelectric,4703.964,"Hydroelectric, Industrial",other,NA
1990,Industrial,Solar,38443.083,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1990,Industrial,Wind,51496.652,"Wind, Industrial",other,NA
1990,Residential,Geothermal,37631.85,"Geothermal, Residential",other,NA
1990,Residential,Solar,40411.563,"Solar, Residential","Solar, Residential","Solar, Residential"
1990,Transportation,Geothermal,43213.542,"Geothermal, Transportation",other,NA
1990,Transportation,Hydroelectric,147891.084,"Hydroelectric, Transportation",other,NA
1990,Transportation,Solar,38578.947,"Solar, Transportation",other,NA
1990,Transportation,Wind,52888.988000000005,"Wind, Transportation",other,NA
1991,Commercial,Geothermal,37223.664,"Geothermal, Commercial",other,NA
1991,Commercial,Hydroelectric,3429.688,"Hydroelectric, Commercial",other,NA
1991,Commercial,Solar,38167.566,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1991,Commercial,Wind,51126.328,"Wind, Commercial",other,NA
1991,Industrial,Geothermal,37191.263999999996,"Geothermal, Industrial",other,NA
1991,Industrial,Hydroelectric,4788.376,"Hydroelectric, Industrial",other,NA
1991,Industrial,Solar,38161.265999999996,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1991,Industrial,Wind,51126.328,"Wind, Industrial",other,NA
1991,Residential,Geothermal,37328.064,"Geothermal, Residential",other,NA
1991,Residential,Solar,40191.63,"Solar, Residential","Solar, Residential","Solar, Residential"
1991,Transportation,Geothermal,43114.2,"Geothermal, Transportation",other,NA
1991,Transportation,Hydroelectric,146639.128,"Hydroelectric, Transportation",other,NA
1991,Transportation,Solar,38336.729999999996,"Solar, Transportation",other,NA
1991,Transportation,Wind,52604.536,"Wind, Transportation",other,NA
1992,Commercial,Geothermal,32448.924,"Geothermal, Commercial",other,NA
1992,Commercial,Hydroelectric,3437.812,"Hydroelectric, Commercial",other,NA
1992,Commercial,Solar,33384.663,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1992,Commercial,Wind,44778.212,"Wind, Commercial",other,NA
1992,Industrial,Geothermal,32412.924,"Geothermal, Industrial",other,NA
1992,Industrial,Hydroelectric,4841.428,"Hydroelectric, Industrial",other,NA
1992,Industrial,Solar,33377.823,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1992,Industrial,Wind,44778.212,"Wind, Industrial",other,NA
1992,Residential,Geothermal,32564.123999999996,"Geothermal, Residential",other,NA
1992,Residential,Solar,35480.907,"Solar, Residential","Solar, Residential","Solar, Residential"
1992,Transportation,Geothermal,38342.087999999996,"Geothermal, Transportation",other,NA
1992,Transportation,Hydroelectric,127488.81999999999,"Hydroelectric, Transportation",other,NA
1992,Transportation,Solar,33524.667,"Solar, Transportation",other,NA
1992,Transportation,Wind,46211.636,"Wind, Transportation",other,NA
1993,Commercial,Geothermal,35780.514,"Geothermal, Commercial",other,NA
1993,Commercial,Hydroelectric,3555.78,"Hydroelectric, Commercial",other,NA
1993,Commercial,Solar,36751.820999999996,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1993,Commercial,Wind,49276.436,"Wind, Commercial",other,NA
1993,Industrial,Geothermal,35744.514,"Geothermal, Industrial",other,NA
1993,Industrial,Hydroelectric,4926.9,"Hydroelectric, Industrial",other,NA
1993,Industrial,Solar,36744.369,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1993,Industrial,Wind,49276.436,"Wind, Industrial",other,NA
1993,Residential,Geothermal,35902.914,"Geothermal, Residential",other,NA
1993,Residential,Solar,38906.637,"Solar, Residential","Solar, Residential","Solar, Residential"
1993,Transportation,Geothermal,41888.742,"Geothermal, Transportation",other,NA
1993,Transportation,Hydroelectric,140834.004,"Hydroelectric, Transportation",other,NA
1993,Transportation,Solar,36913.856999999996,"Solar, Transportation",other,NA
1993,Transportation,Wind,50763.812,"Wind, Transportation",other,NA
1994,Commercial,Geothermal,33383.79,"Geothermal, Commercial",other,NA
1994,Commercial,Hydroelectric,3502.3120000000004,"Hydroelectric, Commercial",other,NA
1994,Commercial,Solar,34200.108,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1994,Commercial,Wind,45822.727999999996,"Wind, Commercial",other,NA
1994,Industrial,Geothermal,33333.39,"Geothermal, Industrial",other,NA
1994,Industrial,Hydroelectric,6441.304,"Hydroelectric, Industrial",other,NA
1994,Industrial,Solar,34191.756,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1994,Industrial,Wind,45822.727999999996,"Wind, Industrial",other,NA
1994,Residential,Geothermal,33455.79,"Geothermal, Residential",other,NA
1994,Residential,Solar,36413.1,"Solar, Residential","Solar, Residential","Solar, Residential"
1994,Transportation,Geothermal,39002.094,"Geothermal, Transportation",other,NA
1994,Transportation,Hydroelectric,129231.44799999999,"Hydroelectric, Transportation",other,NA
1994,Transportation,Solar,34370.1,"Solar, Transportation",other,NA
1994,Transportation,Wind,47529.608,"Wind, Transportation",other,NA
1995,Commercial,Geothermal,39631.629,"Geothermal, Commercial",other,NA
1995,Commercial,Hydroelectric,3224.504,"Hydroelectric, Commercial",other,NA
1995,Commercial,Solar,40236.032999999996,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1995,Commercial,Wind,53928.776,"Wind, Commercial",other,NA
1995,Industrial,Geothermal,39577.629,"Geothermal, Industrial",other,NA
1995,Industrial,Hydroelectric,5791.304,"Hydroelectric, Industrial",other,NA
1995,Industrial,Solar,40226.492999999995,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1995,Industrial,Wind,53928.776,"Wind, Industrial",other,NA
1995,Residential,Geothermal,39707.229,"Geothermal, Residential",other,NA
1995,Residential,Solar,42481.856999999996,"Solar, Residential","Solar, Residential","Solar, Residential"
1995,Transportation,Geothermal,44436.081,"Geothermal, Transportation",other,NA
1995,Transportation,Hydroelectric,154336.75999999998,"Hydroelectric, Transportation",other,NA
1995,Transportation,Solar,40408.185,"Solar, Transportation",other,NA
1995,Transportation,Wind,55495.015999999996,"Wind, Transportation",other,NA
1996,Commercial,Geothermal,44290.479,"Geothermal, Commercial",other,NA
1996,Commercial,Hydroelectric,3387.7999999999997,"Hydroelectric, Commercial",other,NA
1996,Commercial,Solar,44961.519,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1996,Commercial,Wind,60224.84,"Wind, Commercial",other,NA
1996,Industrial,Geothermal,44204.079,"Geothermal, Industrial",other,NA
1996,Industrial,Hydroelectric,6242.504,"Hydroelectric, Industrial",other,NA
1996,Industrial,Solar,44950.503,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1996,Industrial,Wind,60224.84,"Wind, Industrial",other,NA
1996,Residential,Geothermal,44351.679,"Geothermal, Residential",other,NA
1996,Residential,Solar,47226.242999999995,"Solar, Residential","Solar, Residential","Solar, Residential"
1996,Transportation,Geothermal,49433.403,"Geothermal, Transportation",other,NA
1996,Transportation,Hydroelectric,172649.33599999998,"Hydroelectric, Transportation",other,NA
1996,Transportation,Solar,45141.375,"Solar, Transportation",other,NA
1996,Transportation,Wind,61829.96,"Wind, Transportation",other,NA
1997,Commercial,Geothermal,44907.531,"Geothermal, Commercial",other,NA
1997,Commercial,Hydroelectric,3415.1,"Hydroelectric, Commercial",other,NA
1997,Commercial,Solar,45604.374,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1997,Commercial,Wind,61066.188,"Wind, Commercial",other,NA
1997,Industrial,Geothermal,44813.931000000004,"Geothermal, Industrial",other,NA
1997,Industrial,Hydroelectric,6143.132,"Hydroelectric, Industrial",other,NA
1997,Industrial,Solar,45592.206,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1997,Industrial,Wind,61066.188,"Wind, Industrial",other,NA
1997,Residential,Geothermal,44972.331,"Geothermal, Residential",other,NA
1997,Residential,Solar,47837.166000000005,"Solar, Residential","Solar, Residential","Solar, Residential"
1997,Transportation,Geothermal,50116.659,"Geothermal, Transportation",other,NA
1997,Transportation,Hydroelectric,175252.22,"Hydroelectric, Transportation",other,NA
1997,Transportation,Solar,45776.706,"Solar, Transportation",other,NA
1997,Transportation,Wind,62678.076,"Wind, Transportation",other,NA
1998,Commercial,Geothermal,40797.936,"Geothermal, Commercial",other,NA
1998,Commercial,Hydroelectric,3383.944,"Hydroelectric, Commercial",other,NA
1998,Commercial,Solar,41468.598,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1998,Commercial,Wind,55584.200000000004,"Wind, Commercial",other,NA
1998,Industrial,Geothermal,40650.336,"Geothermal, Industrial",other,NA
1998,Industrial,Hydroelectric,5942.872,"Hydroelectric, Industrial",other,NA
1998,Industrial,Solar,41454.846,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1998,Industrial,Wind,55584.200000000004,"Wind, Industrial",other,NA
1998,Residential,Geothermal,40819.536,"Geothermal, Residential",other,NA
1998,Residential,Solar,43674.714,"Solar, Residential","Solar, Residential","Solar, Residential"
1998,Transportation,Geothermal,45965.736000000004,"Geothermal, Transportation",other,NA
1998,Transportation,Hydroelectric,158906.728,"Hydroelectric, Transportation",other,NA
1998,Transportation,Solar,41635.386,"Solar, Transportation",other,NA
1998,Transportation,Wind,57065.144,"Wind, Transportation",other,NA
1999,Commercial,Geothermal,40597.908,"Geothermal, Commercial",other,NA
1999,Commercial,Hydroelectric,3635.1,"Hydroelectric, Commercial",other,NA
1999,Commercial,Solar,41320.509,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
1999,Commercial,Wind,55125.692,"Wind, Commercial",other,NA
1999,Industrial,Geothermal,40504.308000000005,"Geothermal, Industrial",other,NA
1999,Industrial,Hydroelectric,5914.38,"Hydroelectric, Industrial",other,NA
1999,Industrial,Solar,41304.489,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
1999,Industrial,Wind,55125.692,"Wind, Industrial",other,NA
1999,Residential,Geothermal,40662.708,"Geothermal, Residential",other,NA
1999,Residential,Solar,43472.805,"Solar, Residential","Solar, Residential","Solar, Residential"
1999,Transportation,Geothermal,45815.064,"Geothermal, Transportation",other,NA
1999,Transportation,Hydroelectric,158030.508,"Hydroelectric, Transportation",other,NA
1999,Transportation,Solar,41482.185000000005,"Solar, Transportation",other,NA
1999,Transportation,Wind,57328.604,"Wind, Transportation",other,NA
2000,Commercial,Geothermal,35263.467000000004,"Geothermal, Commercial",other,NA
2000,Commercial,Hydroelectric,3696.516,"Hydroelectric, Commercial",other,NA
2000,Commercial,Solar,35920.692,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2000,Commercial,Wind,47712.612,"Wind, Commercial",other,NA
2000,Industrial,Geothermal,35148.267,"Geothermal, Industrial",other,NA
2000,Industrial,Hydroelectric,5672.436000000001,"Hydroelectric, Industrial",other,NA
2000,Industrial,Solar,35902.512,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2000,Industrial,Wind,47712.612,"Wind, Industrial",other,NA
2000,Residential,Geothermal,35299.467000000004,"Geothermal, Residential",other,NA
2000,Residential,Solar,37974.816,"Solar, Residential","Solar, Residential","Solar, Residential"
2000,Transportation,Geothermal,40165.371,"Geothermal, Transportation",other,NA
2000,Transportation,Hydroelectric,136507.62,"Hydroelectric, Transportation",other,NA
2000,Transportation,Solar,36078.552,"Solar, Transportation",other,NA
2000,Transportation,Wind,50451.348000000005,"Wind, Transportation",other,NA
2001,Commercial,Geothermal,28591.160999999996,"Geothermal, Commercial",other,NA
2001,Commercial,Hydroelectric,3861.368,"Hydroelectric, Commercial",other,NA
