Year,source,energy_type,total_btu,full_source,highlight_col,name_lab
2001,Commercial,Solar,29246.396999999997,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2001,Commercial,Wind,38584.248,"Wind, Commercial",other,NA
2001,Industrial,Geothermal,28464.801,"Geothermal, Industrial",other,NA
2001,Industrial,Hydroelectric,5388.392,"Hydroelectric, Industrial",other,NA
2001,Industrial,Solar,29224.184999999998,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2001,Industrial,Wind,38584.248,"Wind, Industrial",other,NA
2001,Residential,Geothermal,28633.641,"Geothermal, Residential",other,NA
2001,Residential,Solar,31204.040999999997,"Solar, Residential","Solar, Residential","Solar, Residential"
2001,Transportation,Geothermal,33404.757,"Geothermal, Transportation",other,NA
2001,Transportation,Hydroelectric,109844.59999999999,"Hydroelectric, Transportation",other,NA
2001,Transportation,Solar,29419.736999999997,"Solar, Transportation",other,NA
2001,Transportation,Wind,41925.863999999994,"Wind, Transportation",other,NA
2002,Commercial,Geothermal,34387.932,"Geothermal, Commercial",other,NA
2002,Commercial,Hydroelectric,4466.3679999999995,"Hydroelectric, Commercial",other,NA
2002,Commercial,Solar,35106.024,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2002,Commercial,Wind,45799.056,"Wind, Commercial",other,NA
2002,Industrial,Geothermal,34245.155999999995,"Geothermal, Industrial",other,NA
2002,Industrial,Hydroelectric,6327.7119999999995,"Hydroelectric, Industrial",other,NA
2002,Industrial,Solar,35080.068,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2002,Industrial,Wind,45799.056,"Wind, Industrial",other,NA
2002,Residential,Geothermal,34440.168,"Geothermal, Residential",other,NA
2002,Residential,Solar,36991.236,"Solar, Residential","Solar, Residential","Solar, Residential"
2002,Transportation,Geothermal,39379.943999999996,"Geothermal, Transportation",other,NA
2002,Transportation,Hydroelectric,131659.12,"Hydroelectric, Transportation",other,NA
2002,Transportation,Solar,35275.871999999996,"Solar, Transportation",other,NA
2002,Transportation,Wind,50855.087999999996,"Wind, Transportation",other,NA
2003,Commercial,Geothermal,35792.55,"Geothermal, Commercial",other,NA
2003,Commercial,Hydroelectric,4631.204,"Hydroelectric, Commercial",other,NA
2003,Commercial,Solar,36469.485,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2003,Commercial,Wind,47464.372,"Wind, Commercial",other,NA
2003,Industrial,Geothermal,35518.95,"Geothermal, Industrial",other,NA
2003,Industrial,Hydroelectric,6648.2119999999995,"Hydroelectric, Industrial",other,NA
2003,Industrial,Solar,36439.317,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2003,Industrial,Wind,47464.372,"Wind, Industrial",other,NA
2003,Residential,Geothermal,35864.55,"Geothermal, Residential",other,NA
2003,Residential,Solar,38296.017,"Solar, Residential","Solar, Residential","Solar, Residential"
2003,Transportation,Geothermal,40654.17,"Geothermal, Transportation",other,NA
2003,Transportation,Hydroelectric,136550.804,"Hydroelectric, Transportation",other,NA
2003,Transportation,Solar,36625.401,"Solar, Transportation",other,NA
2003,Transportation,Wind,52901.476,"Wind, Transportation",other,NA
2004,Commercial,Geothermal,34920.093,"Geothermal, Commercial",other,NA
2004,Commercial,Hydroelectric,5156.848,"Hydroelectric, Commercial",other,NA
2004,Commercial,Solar,35612.355,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2004,Commercial,Wind,45855.264,"Wind, Commercial",other,NA
2004,Industrial,Geothermal,34624.893000000004,"Geothermal, Industrial",other,NA
2004,Industrial,Hydroelectric,6668.1759999999995,"Hydroelectric, Industrial",other,NA
2004,Industrial,Solar,35575.419,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2004,Industrial,Wind,45855.264,"Wind, Industrial",other,NA
2004,Residential,Geothermal,34992.093,"Geothermal, Residential",other,NA
2004,Residential,Solar,37405.587,"Solar, Residential","Solar, Residential","Solar, Residential"
2004,Transportation,Geothermal,39828.585,"Geothermal, Transportation",other,NA
2004,Transportation,Hydroelectric,132540.64,"Hydroelectric, Transportation",other,NA
2004,Transportation,Solar,35772.303,"Solar, Transportation",other,NA
2004,Transportation,Wind,52655.136,"Wind, Transportation",other,NA
2005,Commercial,Geothermal,35584.689,"Geothermal, Commercial",other,NA
2005,Commercial,Hydroelectric,5756.096,"Hydroelectric, Commercial",other,NA
2005,Commercial,Solar,36269.787,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2005,Commercial,Wind,46112.479999999996,"Wind, Commercial",other,NA
2005,Industrial,Geothermal,35249.888999999996,"Geothermal, Industrial",other,NA
2005,Industrial,Hydroelectric,7248.464,"Hydroelectric, Industrial",other,NA
2005,Industrial,Solar,36214.419,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2005,Industrial,Wind,46112.479999999996,"Wind, Industrial",other,NA
2005,Residential,Geothermal,35667.489,"Geothermal, Residential",other,NA
2005,Residential,Solar,38004.699,"Solar, Residential","Solar, Residential","Solar, Residential"
2005,Transportation,Geothermal,40383.596999999994,"Geothermal, Transportation",other,NA
2005,Transportation,Hydroelectric,133881.104,"Hydroelectric, Transportation",other,NA
2005,Transportation,Solar,36396.759,"Solar, Transportation",other,NA
2005,Transportation,Wind,54660.704,"Wind, Transportation",other,NA
2006,Commercial,Geothermal,38646.531,"Geothermal, Commercial",other,NA
2006,Commercial,Hydroelectric,7171.028,"Hydroelectric, Commercial",other,NA
2006,Commercial,Solar,39326.94,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2006,Commercial,Wind,48811.3,"Wind, Commercial",other,NA
2006,Industrial,Geothermal,38300.931000000004,"Geothermal, Industrial",other,NA
2006,Industrial,Hydroelectric,8506.82,"Hydroelectric, Industrial",other,NA
2006,Industrial,Solar,39246.876000000004,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2006,Industrial,Wind,48811.3,"Wind, Industrial",other,NA
2006,Residential,Geothermal,38801.331,"Geothermal, Residential",other,NA
2006,Residential,Solar,41114.124,"Solar, Residential","Solar, Residential","Solar, Residential"
2006,Transportation,Geothermal,43344.531,"Geothermal, Transportation",other,NA
2006,Transportation,Hydroelectric,143415.476,"Hydroelectric, Transportation",other,NA
2006,Transportation,Solar,39405.384,"Solar, Transportation",other,NA
2006,Transportation,Wind,61470.724,"Wind, Transportation",other,NA
2007,Commercial,Geothermal,34555.119,"Geothermal, Commercial",other,NA
2007,Commercial,Hydroelectric,8506.044,"Hydroelectric, Commercial",other,NA
2007,Commercial,Solar,35259.378000000004,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2007,Commercial,Wind,42163.532,"Wind, Commercial",other,NA
2007,Industrial,Geothermal,34205.919,"Geothermal, Industrial",other,NA
2007,Industrial,Hydroelectric,9223.692,"Hydroelectric, Industrial",other,NA
2007,Industrial,Solar,35146.698000000004,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2007,Industrial,Wind,42163.532,"Wind, Industrial",other,NA
2007,Residential,Geothermal,34828.719000000005,"Geothermal, Residential",other,NA
2007,Residential,Solar,37096.314,"Solar, Residential","Solar, Residential","Solar, Residential"
2007,Transportation,Geothermal,39244.983,"Geothermal, Transportation",other,NA
2007,Transportation,Hydroelectric,125105.004,"Hydroelectric, Transportation",other,NA
2007,Transportation,Solar,35332.35,"Solar, Transportation",other,NA
2007,Transportation,Wind,58507.676,"Wind, Transportation",other,NA
2008,Commercial,Geothermal,37886.043000000005,"Geothermal, Commercial",other,NA
2008,Commercial,Hydroelectric,11964.16,"Hydroelectric, Commercial",other,NA
2008,Commercial,Solar,38643.645000000004,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2008,Commercial,Wind,43384.752,"Wind, Commercial",other,NA
2008,Industrial,Geothermal,37533.243,"Geothermal, Industrial",other,NA
2008,Industrial,Hydroelectric,12728.464,"Hydroelectric, Industrial",other,NA
2008,Industrial,Solar,38463.105,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2008,Industrial,Wind,43384.752,"Wind, Industrial",other,NA
2008,Residential,Geothermal,38303.643000000004,"Geothermal, Residential",other,NA
2008,Residential,Solar,40515.465000000004,"Solar, Residential","Solar, Residential","Solar, Residential"
2008,Transportation,Geothermal,42617.631,"Geothermal, Transportation",other,NA
2008,Transportation,Hydroelectric,131647.93600000002,"Hydroelectric, Transportation",other,NA
2008,Transportation,Solar,38718.345,"Solar, Transportation",other,NA
2008,Transportation,Wind,69571.056,"Wind, Transportation",other,NA
2009,Commercial,Geothermal,41991.576,"Geothermal, Commercial",other,NA
2009,Commercial,Hydroelectric,14921.403999999999,"Hydroelectric, Commercial",other,NA
2009,Commercial,Solar,42789.777,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2009,Commercial,Wind,46051.420000000006,"Wind, Commercial",other,NA
2009,Industrial,Geothermal,41541.576,"Geothermal, Industrial",other,NA
2009,Industrial,Hydroelectric,15763.467999999999,"Hydroelectric, Industrial",other,NA
2009,Industrial,Solar,42549.477,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2009,Industrial,Wind,46051.324,"Wind, Industrial",other,NA
2009,Residential,Geothermal,42571.176,"Geothermal, Residential",other,NA
2009,Residential,Solar,44634.705,"Solar, Residential","Solar, Residential","Solar, Residential"
2009,Transportation,Geothermal,46663.836,"Geothermal, Transportation",other,NA
2009,Transportation,Hydroelectric,142083.29200000002,"Hydroelectric, Transportation",other,NA
2009,Transportation,Solar,42794.205,"Solar, Transportation",other,NA
2009,Transportation,Wind,80665.42,"Wind, Transportation",other,NA
2010,Commercial,Geothermal,43042.371,"Geothermal, Commercial",other,NA
2010,Commercial,Hydroelectric,18418.6,"Hydroelectric, Commercial",other,NA
2010,Commercial,Solar,43888.299,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2010,Commercial,Wind,44230.263999999996,"Wind, Commercial",other,NA
2010,Industrial,Geothermal,42527.570999999996,"Geothermal, Industrial",other,NA
2010,Industrial,Hydroelectric,19161.88,"Hydroelectric, Industrial",other,NA
2010,Industrial,Solar,43520.415,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2010,Industrial,Wind,44222.727999999996,"Wind, Industrial",other,NA
2010,Residential,Geothermal,43701.170999999995,"Geothermal, Residential",other,NA
2010,Residential,Solar,45745.143,"Solar, Residential","Solar, Residential","Solar, Residential"
2010,Transportation,Geothermal,47721.615,"Geothermal, Transportation",other,NA
2010,Transportation,Hydroelectric,139412.248,"Hydroelectric, Transportation",other,NA
2010,Transportation,Solar,43838.871,"Solar, Transportation",other,NA
2010,Transportation,Wind,88539.73599999999,"Wind, Transportation",other,NA
2011,Commercial,Geothermal,52985.124,"Geothermal, Commercial",other,NA
2011,Commercial,Hydroelectric,22615.268,"Hydroelectric, Commercial",other,NA
2011,Commercial,Solar,53952.147,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2011,Commercial,Wind,53590.515999999996,"Wind, Commercial",other,NA
2011,Industrial,Geothermal,52427.124,"Geothermal, Industrial",other,NA
2011,Industrial,Hydroelectric,23442.212,"Hydroelectric, Industrial",other,NA
2011,Industrial,Solar,53328.663,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2011,Industrial,Wind,53569.06,"Wind, Industrial",other,NA
2011,Residential,Geothermal,53701.524,"Geothermal, Residential",other,NA
2011,Residential,Solar,55705.275,"Solar, Residential","Solar, Residential","Solar, Residential"
2011,Transportation,Geothermal,57633.12,"Geothermal, Transportation",other,NA
2011,Transportation,Hydroelectric,170689.412,"Hydroelectric, Transportation",other,NA
2011,Transportation,Solar,53760.807,"Solar, Transportation",other,NA
2011,Transportation,Wind,109587.316,"Wind, Transportation",other,NA
2012,Commercial,Geothermal,49794.576,"Geothermal, Commercial",other,NA
2012,Commercial,Hydroelectric,25939.616,"Hydroelectric, Commercial",other,NA
2012,Commercial,Solar,50825.112,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2012,Commercial,Wind,46569.936,"Wind, Commercial",other,NA
2012,Industrial,Geothermal,49236.576,"Geothermal, Industrial",other,NA
2012,Industrial,Hydroelectric,27001.904,"Hydroelectric, Industrial",other,NA
2012,Industrial,Solar,49809.984000000004,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2012,Industrial,Wind,46554.048,"Wind, Industrial",other,NA
2012,Residential,Geothermal,50510.976,"Geothermal, Residential",other,NA
2012,Residential,Solar,52367.748,"Solar, Residential","Solar, Residential","Solar, Residential"
2012,Transportation,Geothermal,54416.688,"Geothermal, Transportation",other,NA
2012,Transportation,Hydroelectric,151017.296,"Hydroelectric, Transportation",other,NA
2012,Transportation,Solar,50955.972,"Solar, Transportation",other,NA
2012,Transportation,Wind,110834.832,"Wind, Transportation",other,NA
2013,Commercial,Geothermal,52699.085999999996,"Geothermal, Commercial",other,NA
2013,Commercial,Hydroelectric,30909.92,"Hydroelectric, Commercial",other,NA
2013,Commercial,Solar,53387.873999999996,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2013,Commercial,Wind,46294,"Wind, Commercial",other,NA
2013,Industrial,Geothermal,52141.085999999996,"Geothermal, Industrial",other,NA
2013,Industrial,Hydroelectric,32475.728,"Hydroelectric, Industrial",other,NA
2013,Industrial,Solar,52205.994,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2013,Industrial,Wind,46283.248,"Wind, Industrial",other,NA
2013,Residential,Geothermal,53415.486,"Geothermal, Residential",other,NA
2013,Residential,Solar,55182.293999999994,"Solar, Residential","Solar, Residential","Solar, Residential"
2013,Transportation,Geothermal,57408.102,"Geothermal, Transportation",other,NA
2013,Transportation,Hydroelectric,152278.112,"Hydroelectric, Transportation",other,NA
2013,Transportation,Solar,54887.598,"Solar, Transportation",other,NA
2013,Transportation,Wind,123086.512,"Wind, Transportation",other,NA
2014,Commercial,Geothermal,54075.396,"Geothermal, Commercial",other,NA
2014,Commercial,Hydroelectric,34281.112,"Hydroelectric, Commercial",other,NA
2014,Commercial,Solar,54148.35,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2014,Commercial,Wind,46136.759999999995,"Wind, Commercial",other,NA
2014,Industrial,Geothermal,53517.396,"Geothermal, Industrial",other,NA
2014,Industrial,Hydroelectric,34848.808000000005,"Hydroelectric, Industrial",other,NA
2014,Industrial,Solar,52655.538,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2014,Industrial,Wind,46112.28,"Wind, Industrial",other,NA
2014,Residential,Geothermal,54791.795999999995,"Geothermal, Residential",other,NA
2014,Residential,Solar,56198.477999999996,"Solar, Residential","Solar, Residential","Solar, Residential"
2014,Transportation,Geothermal,58801.835999999996,"Geothermal, Transportation",other,NA
2014,Transportation,Hydroelectric,152056.504,"Hydroelectric, Transportation",other,NA
2014,Transportation,Solar,58184.058,"Solar, Transportation",other,NA
2014,Transportation,Wind,128937.384,"Wind, Transportation",other,NA
2015,Commercial,Geothermal,53731.599,"Geothermal, Commercial",other,NA
2015,Commercial,Hydroelectric,36115.332,"Hydroelectric, Commercial",other,NA
2015,Commercial,Solar,53136.672,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2015,Commercial,Wind,44854.628000000004,"Wind, Commercial",other,NA
2015,Industrial,Geothermal,53173.599,"Geothermal, Industrial",other,NA
2015,Industrial,Hydroelectric,36730.212,"Hydroelectric, Industrial",other,NA
2015,Industrial,Solar,51582.3,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2015,Industrial,Wind,44825.54,"Wind, Industrial",other,NA
2015,Residential,Geothermal,54447.999,"Geothermal, Residential",other,NA
2015,Residential,Solar,55703.976,"Solar, Residential","Solar, Residential","Solar, Residential"
2015,Transportation,Geothermal,58362.495,"Geothermal, Transportation",other,NA
2015,Transportation,Hydroelectric,146870.14800000002,"Hydroelectric, Transportation",other,NA
2015,Transportation,Solar,59292.744,"Solar, Transportation",other,NA
2015,Transportation,Wind,130035.524,"Wind, Transportation",other,NA
2016,Commercial,Geothermal,60657.606,"Geothermal, Commercial",other,NA
2016,Commercial,Hydroelectric,42983.576,"Hydroelectric, Commercial",other,NA
2016,Commercial,Solar,58925.340000000004,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2016,Commercial,Wind,48975.208,"Wind, Commercial",other,NA
2016,Industrial,Geothermal,60099.606,"Geothermal, Industrial",other,NA
2016,Industrial,Hydroelectric,43449.8,"Hydroelectric, Industrial",other,NA
2016,Industrial,Solar,57396.564,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2016,Industrial,Wind,48948.28,"Wind, Industrial",other,NA
2016,Residential,Geothermal,61374.006,"Geothermal, Residential",other,NA
2016,Residential,Solar,62516.952000000005,"Solar, Residential","Solar, Residential","Solar, Residential"
2016,Transportation,Geothermal,65208.15,"Geothermal, Transportation",other,NA
2016,Transportation,Hydroelectric,160905.992,"Hydroelectric, Transportation",other,NA
2016,Transportation,Solar,68500.512,"Solar, Transportation",other,NA
2016,Transportation,Wind,149415.88,"Wind, Transportation",other,NA
2017,Commercial,Geothermal,69019.824,"Geothermal, Commercial",other,NA
2017,Commercial,Hydroelectric,49438.124,"Hydroelectric, Commercial",other,NA
2017,Commercial,Solar,65932.005,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2017,Commercial,Wind,56181.164,"Wind, Commercial",other,NA
2017,Industrial,Geothermal,68461.824,"Geothermal, Industrial",other,NA
2017,Industrial,Hydroelectric,49943.468,"Hydroelectric, Industrial",other,NA
2017,Industrial,Solar,64008.453,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2017,Industrial,Wind,56154.716,"Wind, Industrial",other,NA
2017,Residential,Geothermal,69736.224,"Geothermal, Residential",other,NA
2017,Residential,Solar,70173.309,"Solar, Residential","Solar, Residential","Solar, Residential"
2017,Transportation,Geothermal,73593.012,"Geothermal, Transportation",other,NA
2017,Transportation,Hydroelectric,181429.292,"Hydroelectric, Transportation",other,NA
2017,Transportation,Solar,80697.117,"Solar, Transportation",other,NA
2017,Transportation,Wind,168475.00400000002,"Wind, Transportation",other,NA
2018,Commercial,Geothermal,70702.113,"Geothermal, Commercial",other,NA
2018,Commercial,Hydroelectric,53304.764,"Hydroelectric, Commercial",other,NA
2018,Commercial,Solar,67009.26,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2018,Commercial,Wind,56173.916000000005,"Wind, Commercial",other,NA
2018,Industrial,Geothermal,70133.169,"Geothermal, Industrial",other,NA
2018,Industrial,Hydroelectric,53707.58,"Hydroelectric, Industrial",other,NA
2018,Industrial,Solar,64505.244,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2018,Industrial,Wind,56140.172000000006,"Wind, Industrial",other,NA
2018,Residential,Geothermal,71407.569,"Geothermal, Residential",other,NA
2018,Residential,Solar,71575.932,"Solar, Residential","Solar, Residential","Solar, Residential"
2018,Transportation,Geothermal,75204.129,"Geothermal, Transportation",other,NA
2018,Transportation,Hydroelectric,180434.636,"Hydroelectric, Transportation",other,NA
2018,Transportation,Solar,84356.54400000001,"Solar, Transportation",other,NA
2018,Transportation,Wind,175132.892,"Wind, Transportation",other,NA
2019,Commercial,Geothermal,72384.564,"Geothermal, Commercial",other,NA
2019,Commercial,Hydroelectric,56857.979999999996,"Hydroelectric, Commercial",other,NA
2019,Commercial,Solar,67906.785,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2019,Commercial,Wind,55712.812,"Wind, Commercial",other,NA
2019,Industrial,Geothermal,71684.94,"Geothermal, Industrial",other,NA
2019,Industrial,Hydroelectric,57219.227999999996,"Hydroelectric, Industrial",other,NA
2019,Industrial,Solar,65194.113,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2019,Industrial,Wind,55679.02,"Wind, Industrial",other,NA
2019,Residential,Geothermal,72959.34,"Geothermal, Residential",other,NA
2019,Residential,Solar,73242.489,"Solar, Residential","Solar, Residential","Solar, Residential"
2019,Transportation,Geothermal,76352.376,"Geothermal, Transportation",other,NA
2019,Transportation,Hydroelectric,179304.012,"Hydroelectric, Transportation",other,NA
2019,Transportation,Solar,87037.833,"Solar, Transportation",other,NA
2019,Transportation,Wind,181989.38799999998,"Wind, Transportation",other,NA
2020,Commercial,Geothermal,77370.393,"Geothermal, Commercial",other,NA
2020,Commercial,Hydroelectric,64507.304,"Hydroelectric, Commercial",other,NA
2020,Commercial,Solar,71681.745,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2020,Commercial,Wind,57095.672,"Wind, Commercial",other,NA
2020,Industrial,Geothermal,76670.58899999999,"Geothermal, Industrial",other,NA
2020,Industrial,Hydroelectric,64838.84,"Hydroelectric, Industrial",other,NA
2020,Industrial,Solar,68567.781,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2020,Industrial,Wind,57284.888,"Wind, Industrial",other,NA
2020,Residential,Geothermal,77944.989,"Geothermal, Residential",other,NA
2020,Residential,Solar,77742.705,"Solar, Residential","Solar, Residential","Solar, Residential"
2020,Transportation,Geothermal,81396.021,"Geothermal, Transportation",other,NA
2020,Transportation,Hydroelectric,184035.848,"Hydroelectric, Transportation",other,NA
2020,Transportation,Solar,95389.761,"Solar, Transportation",other,NA
2020,Transportation,Wind,199001.432,"Wind, Transportation",other,NA
2021,Commercial,Geothermal,81754.524,"Geothermal, Commercial",other,NA
2021,Commercial,Hydroelectric,73900.452,"Hydroelectric, Commercial",other,NA
2021,Commercial,Solar,74211.579,"Solar, Commercial","Solar, Commercial","Solar, Commercial"
2021,Commercial,Wind,57085.236000000004,"Wind, Commercial",other,NA
2021,Industrial,Geothermal,81038.088,"Geothermal, Industrial",other,NA
2021,Industrial,Hydroelectric,74195.46,"Hydroelectric, Industrial",other,NA
2021,Industrial,Solar,70493.535,"Solar, Industrial","Solar, Industrial","Solar, Industrial"
2021,Industrial,Wind,57422.340000000004,"Wind, Industrial",other,NA
2021,Residential,Geothermal,82312.488,"Geothermal, Residential",other,NA
2021,Residential,Solar,81063.675,"Solar, Residential","Solar, Residential","Solar, Residential"
2021,Transportation,Geothermal,85856.832,"Geothermal, Transportation",other,NA
2021,Transportation,Hydroelectric,182866.02,"Hydroelectric, Transportation",other,NA
2021,Transportation,Solar,105193.143,"Solar, Transportation",other,NA
2021,Transportation,Wind,216454.356,"Wind, Transportation",other,NA
