Year,BTUs,Column_Order,Sector
1989,2.792,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,3.01,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,4.147,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,4.571,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,5.046,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,5.092,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,5.345,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,5.29,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,4.825,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,4.397,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,3.607,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,3.424,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,2.958,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,3.189,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,4.393,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,4.842,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,5.345,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,5.394,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,5.662,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,5.603,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,5.111,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,4.658,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,3.821,1,Small-Scale Solar Energy Consumption for Heat: Total
1990,3.627,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,3.051,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,3.288,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,4.531,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,4.994,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,5.513,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,5.562,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,5.839,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,5.779,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,5.27,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,4.804,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,3.94,1,Small-Scale Solar Energy Consumption for Heat: Total
1991,3.74,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,3.16,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,3.406,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,4.693,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,5.172,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,5.71,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,5.761,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,6.048,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,5.985,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,5.459,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,4.975,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,4.081,1,Small-Scale Solar Energy Consumption for Heat: Total
1992,3.874,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,3.248,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,3.501,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,4.824,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,5.317,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,5.87,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,5.923,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,6.218,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,6.153,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,5.612,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,5.115,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,4.196,1,Small-Scale Solar Energy Consumption for Heat: Total
1993,3.982,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,3.336,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,3.596,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,4.955,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,5.462,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,6.029,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,6.084,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,6.386,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,6.32,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,5.764,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,5.254,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,4.309,1,Small-Scale Solar Energy Consumption for Heat: Total
1994,4.091,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,3.387,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,3.651,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,5.03,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,5.544,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,6.12,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,6.175,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,6.483,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,6.415,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,5.851,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,5.333,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,4.374,1,Small-Scale Solar Energy Consumption for Heat: Total
1995,4.152,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,3.416,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,3.683,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,5.074,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,5.592,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,6.174,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,6.229,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,6.539,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,6.471,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,5.902,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,5.379,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,4.413,1,Small-Scale Solar Energy Consumption for Heat: Total
1996,4.189,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,3.369,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,3.632,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,5.004,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,5.515,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,6.088,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,6.143,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,6.449,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,6.382,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,5.821,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,5.305,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,4.352,1,Small-Scale Solar Energy Consumption for Heat: Total
1997,4.131,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,3.33,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,3.59,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,4.946,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,5.451,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,6.018,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,6.072,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,6.374,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,6.308,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,5.754,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,5.244,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,4.301,1,Small-Scale Solar Energy Consumption for Heat: Total
1998,4.083,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,3.251,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,3.504,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,4.828,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,5.321,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,5.875,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,5.927,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,6.223,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,6.158,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,5.616,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,5.119,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,4.199,1,Small-Scale Solar Energy Consumption for Heat: Total
1999,3.986,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,3.105,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,3.347,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,4.611,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,5.082,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,5.61,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,5.661,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,5.943,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,5.881,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,5.364,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,4.889,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,4.01,1,Small-Scale Solar Energy Consumption for Heat: Total
2000,3.806,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,2.963,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,3.193,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,4.4,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,4.849,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,5.354,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,5.402,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,5.671,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,5.612,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,5.118,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,4.665,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,3.827,1,Small-Scale Solar Energy Consumption for Heat: Total
2001,3.632,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,2.856,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,3.079,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,4.242,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,4.676,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,5.162,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,5.208,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,5.467,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,5.411,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,4.935,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,4.498,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,3.689,1,Small-Scale Solar Energy Consumption for Heat: Total
2002,3.502,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,2.771,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,2.987,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,4.116,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,4.536,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,5.008,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,5.053,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,5.304,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,5.249,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,4.788,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,4.364,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,3.579,1,Small-Scale Solar Energy Consumption for Heat: Total
2003,3.398,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,2.726,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,2.939,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,4.049,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,4.462,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,4.926,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,4.971,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,5.218,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,5.164,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,4.71,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,4.293,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,3.521,1,Small-Scale Solar Energy Consumption for Heat: Total
2004,3.342,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,2.652,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,2.859,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,3.939,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,4.341,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,4.793,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,4.836,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,5.076,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,5.024,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,4.582,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,4.176,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,3.426,1,Small-Scale Solar Energy Consumption for Heat: Total
2005,3.252,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,2.749,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,2.964,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,4.083,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,4.5,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,4.968,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,5.013,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,5.262,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,5.208,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,4.75,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,4.329,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,3.551,1,Small-Scale Solar Energy Consumption for Heat: Total
2006,3.371,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,2.848,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,3.07,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,4.231,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,4.663,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,5.147,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,5.194,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,5.452,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,5.396,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,4.921,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,4.485,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,3.679,1,Small-Scale Solar Energy Consumption for Heat: Total
2007,3.492,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,2.952,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,3.182,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,4.384,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,4.832,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,5.334,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,5.382,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,5.65,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,5.591,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,5.099,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,4.648,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,3.812,1,Small-Scale Solar Energy Consumption for Heat: Total
2008,3.619,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,2.956,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,3.186,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,4.39,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,4.838,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,5.341,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,5.39,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,5.658,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,5.599,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,5.107,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,4.654,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,3.818,1,Small-Scale Solar Energy Consumption for Heat: Total
2009,3.624,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,3.03,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,3.267,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,4.501,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,4.961,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,5.476,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,5.526,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,5.801,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,5.74,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,5.236,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,4.772,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,3.914,1,Small-Scale Solar Energy Consumption for Heat: Total
2010,3.715,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,3.12,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,3.364,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,4.635,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,5.108,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,5.639,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,5.69,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,5.973,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,5.911,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,5.391,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,4.914,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,4.031,1,Small-Scale Solar Energy Consumption for Heat: Total
2011,3.826,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,3.21,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,3.46,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,4.768,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,5.255,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,5.801,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,5.853,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,6.145,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,6.081,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,5.546,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,5.055,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,4.146,1,Small-Scale Solar Energy Consumption for Heat: Total
2012,3.936,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,3.29,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,3.547,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,4.887,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,5.386,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,5.946,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,5.999,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,6.298,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,6.232,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,5.684,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,5.181,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,4.25,1,Small-Scale Solar Energy Consumption for Heat: Total
2013,4.034,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,3.464,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,3.685,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,5.035,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,5.487,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,6.062,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,6.11,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,6.376,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,6.324,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,5.809,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,5.356,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,4.396,1,Small-Scale Solar Energy Consumption for Heat: Total
2014,4.253,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,3.326,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,3.634,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,5.05,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,5.629,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,6.21,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,6.273,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,6.623,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,6.54,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,5.924,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,5.336,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,4.375,1,Small-Scale Solar Energy Consumption for Heat: Total
2015,4.072,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,3.317,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,3.875,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,5.163,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,5.765,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,6.361,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,6.527,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,6.772,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,6.574,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,5.875,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,5.255,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,4.255,1,Small-Scale Solar Energy Consumption for Heat: Total
2016,3.951,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,3.374,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,3.749,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,5.342,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,5.945,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,6.562,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,6.735,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,6.918,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,6.715,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,6.027,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,5.389,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,4.228,1,Small-Scale Solar Energy Consumption for Heat: Total
2017,3.986,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,3.57,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,3.894,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,5.365,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,6.039,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,6.638,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,6.743,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,6.936,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,6.65,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,5.895,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,5.272,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,4.2,1,Small-Scale Solar Energy Consumption for Heat: Total
2018,3.912,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,3.548,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,3.838,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,5.433,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,6.049,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,6.615,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,6.718,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,7.009,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,6.732,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,5.975,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,5.28,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,4.152,1,Small-Scale Solar Energy Consumption for Heat: Total
2019,3.815,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,3.644,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,4.132,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,5.394,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,6.012,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,6.723,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,6.726,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,6.941,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,6.615,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,5.863,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,5.215,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,4.233,1,Small-Scale Solar Energy Consumption for Heat: Total
2020,3.922,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,3.64,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,3.885,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,5.427,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,6.096,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,6.694,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,6.784,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,6.912,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,6.562,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,5.832,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,5.115,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,4.331,1,Small-Scale Solar Energy Consumption for Heat: Total
2021,3.787,1,Small-Scale Solar Energy Consumption for Heat: Total
2022,3.648,1,Small-Scale Solar Energy Consumption for Heat: Total
2022,3.894,1,Small-Scale Solar Energy Consumption for Heat: Total
2022,5.44,1,Small-Scale Solar Energy Consumption for Heat: Total
2022,6.11,1,Small-Scale Solar Energy Consumption for Heat: Total
2022,6.71,1,Small-Scale Solar Energy Consumption for Heat: Total
2022,6.799,1,Small-Scale Solar Energy Consumption for Heat: Total
2022,6.928,1,Small-Scale Solar Energy Consumption for Heat: Total
2022,6.577,1,Small-Scale Solar Energy Consumption for Heat: Total
1989,0.006,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1989,0.006,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1989,0.009,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1989,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1989,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1989,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1989,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1989,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1989,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1989,0.009,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1989,0.008,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1989,0.007,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1990,0.007,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1990,0.007,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1990,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1990,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
1990,0.012,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector
