MSN,YYYYMM,Value,Column_Order,Description,Unit
SOR7BUS,198311,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198312,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198313,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198401,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198402,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198403,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198404,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198405,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198406,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198407,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198408,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198409,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198410,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198411,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198412,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198413,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198501,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198502,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198503,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198504,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198505,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198506,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198507,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198508,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198509,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198510,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198511,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198512,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198513,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198601,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198602,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198603,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198604,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198605,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198606,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198607,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198608,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198609,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198610,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198611,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198612,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198613,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198701,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198702,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198703,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198704,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198705,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198706,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198707,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198708,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198709,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198710,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198711,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198712,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198713,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198801,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198802,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198803,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198804,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198805,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198806,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198807,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198808,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198809,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198810,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198811,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198812,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198813,Not Available,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198901,0.006,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198902,0.006,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198903,0.009,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198904,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198905,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198906,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198907,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198908,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198909,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198910,0.009,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198911,0.008,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198912,0.007,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,198913,0.108,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199001,0.007,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199002,0.007,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199003,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199004,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199005,0.012,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199006,0.012,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199007,0.013,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199008,0.013,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199009,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199010,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199011,0.009,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199012,0.008,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199013,0.122,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199101,0.007,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199102,0.008,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199103,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199104,0.012,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199105,0.013,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199106,0.014,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199107,0.014,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199108,0.014,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199109,0.013,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199110,0.012,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199111,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199112,0.009,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199113,0.137,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199201,0.008,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199202,0.009,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199203,0.012,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199204,0.013,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199205,0.015,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199206,0.015,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199207,0.015,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199208,0.015,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199209,0.014,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199210,0.013,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199211,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199212,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199213,0.149,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199301,0.009,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199302,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199303,0.013,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199304,0.014,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199305,0.016,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199306,0.016,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199307,0.017,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199308,0.017,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199309,0.015,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199310,0.014,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199311,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199312,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199313,0.163,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199401,0.01,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199402,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199403,0.015,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199404,0.016,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199405,0.018,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199406,0.018,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199407,0.019,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199408,0.019,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199409,0.017,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199410,0.016,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199411,0.013,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199412,0.012,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199413,0.183,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199501,0.011,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199502,0.012,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199503,0.017,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199504,0.019,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199505,0.02,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199506,0.021,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199507,0.022,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199508,0.021,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199509,0.02,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199510,0.018,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199511,0.015,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199512,0.014,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199513,0.209,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199601,0.013,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199602,0.014,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199603,0.019,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199604,0.021,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199605,0.024,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199606,0.024,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199607,0.025,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199608,0.025,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199609,0.023,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199610,0.021,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199611,0.017,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199612,0.016,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199613,0.241,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199701,0.014,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199702,0.016,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199703,0.021,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199704,0.024,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199705,0.026,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199706,0.026,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199707,0.028,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199708,0.027,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199709,0.025,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199710,0.023,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199711,0.019,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199712,0.018,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199713,0.267,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199801,0.016,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199802,0.018,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199803,0.024,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199804,0.027,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199805,0.029,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199806,0.03,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199807,0.031,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199808,0.031,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199809,0.028,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199810,0.026,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199811,0.021,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199812,0.02,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199813,0.301,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199901,0.019,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199902,0.021,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199903,0.028,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199904,0.031,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199905,0.034,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199906,0.035,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199907,0.036,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199908,0.036,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199909,0.033,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199910,0.03,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199911,0.025,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199912,0.023,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,199913,0.351,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200001,0.022,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200002,0.023,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200003,0.032,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200004,0.035,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200005,0.039,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200006,0.039,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200007,0.041,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200008,0.041,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200009,0.037,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200010,0.034,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200011,0.028,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200012,0.026,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200013,0.398,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200101,0.026,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200102,0.028,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200103,0.039,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200104,0.043,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200105,0.048,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200106,0.048,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200107,0.05,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200108,0.05,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200109,0.046,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200110,0.042,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200111,0.034,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200112,0.032,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200113,0.487,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200201,0.031,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200202,0.033,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200203,0.046,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200204,0.05,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200205,0.056,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200206,0.056,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200207,0.059,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200208,0.058,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200209,0.053,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200210,0.048,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200211,0.04,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200212,0.038,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200213,0.568,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200301,0.036,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200302,0.039,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200303,0.053,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200304,0.059,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200305,0.065,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200306,0.065,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
SOR7BUS,200307,0.068,2,Small-Scale Solar Energy Consumption for Electricity: Residential Sector,Trillion Btu
